Order_ID,Customer_ID,Customer_Age,Customer_Gender,City,Area,Restaurant_ID,Restaurant_Name,Cuisine_Type,Order_Date,Order_Time,Delivery_Time_Min,Distance_km,Order_Value,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Cancellation_Reason,Delivery_Partner_ID,Delivery_Rating,Restaurant_Rating,Order_Day,Peak_Hour,Profit_Margin,Profit_Margin_Percentage,Delivery_Performance,Customer_Age_Group
ORD045072,CUST3014,31.0,Other,Hyderabad,South,RES625,Restaurant_198,Mexican,1/18/2024,0:00,120.0,9.97,2043.0,300.0,1743.0,Wallet,Delivered,Not Cancelled,DP585,5.0,3.6,Weekday,True,0.0,0.0,Slow,26-35
ORD045073,CUST8654,38.97651632035586,Female,Hyderabad,North,RES266,Restaurant_375,Mexican,12/24/2024,0:00,234.0,19.63,1197.0,100.0,1097.0,Cod,Delivered,Not Cancelled,DP412,3.0,3.6,Weekday,False,0.23,23.0,Very Slow,36-45
ORD045074,CUST6742,49.0,Male,Chennai,South,RES113,Restaurant_182,Arabian,4/25/2024,0:00,198.0,21.2,1197.0,0.0,1197.0,Upi,Delivered,Not Cancelled,DP737,4.0,4.9,Weekday,True,0.05,5.0,Very Slow,46-60
ORD045075,CUST4670,49.0,Male,Bangalore,Central,RES781,Restaurant_48,Indian,2/7/2024,0:00,228.0,26.85,3797.0,50.0,3747.0,Card,Delivered,Not Cancelled,DP339,1.0,5.0,Weekday,False,0.0,0.0,Very Slow,46-60
ORD045076,CUST2593,38.97651632035586,Other,Mumbai,West,RES985,Restaurant_372,Indian,9/17/2024,0:00,164.0,9.85,257.0,20.0,237.0,Cod,Delivered,Not Cancelled,DP733,4.0,4.7,Weekday,False,0.08,8.0,Very Slow,36-45
ORD045077,CUST9974,38.97651632035586,Other,Hyderabad,Central,RES813,Restaurant_100,Italian,9/26/2024,0:00,68.0,31.54,563.0,20.0,543.0,Card,Delivered,Not Cancelled,DP280,3.0,5.0,Weekday,False,0.19,19.0,Slow,36-45
ORD045078,CUST9059,41.0,Female,Delhi,South,RES996,Restaurant_291,Chinese,11/13/2024,0:00,120.0,9.97,1194.0,100.0,1094.0,Card,Delivered,Not Cancelled,DP594,4.0,3.5,Weekday,False,0.16,16.0,Slow,36-45
ORD045079,CUST6170,49.0,Other,Mumbai,West,RES567,Restaurant_231,Chinese,4/17/2024,0:00,52.0,30.23,1197.0,0.0,1197.0,Upi,Delivered,Not Cancelled,DP386,3.0,3.3,Weekday,True,0.38,38.0,Moderate,46-60
ORD045080,CUST6452,45.0,Other,Chennai,West,RES457,Restaurant_390,Indian,4/13/2024,0:00,120.0,9.97,215.0,50.0,165.0,Card,Delivered,Not Cancelled,DP136,3.0,4.8,Weekend,False,0.0,0.0,Slow,36-45
ORD045081,CUST1038,46.0,Other,Mumbai,Central,RES450,Restaurant_379,Indian,4/2/2024,0:00,231.0,38.35,3006.0,100.0,2906.0,Wallet,Delivered,Not Cancelled,DP405,2.0,3.9,Weekday,False,0.27,27.0,Very Slow,46-60
ORD045082,CUST4341,49.0,Female,Delhi,South,RES167,Restaurant_86,Mexican,1/24/2024,0:00,22.0,9.97,3376.0,50.0,3326.0,Wallet,Delivered,Not Cancelled,DP670,2.0,3.6,Weekday,False,0.19,19.0,Fast,46-60
ORD045083,CUST8723,23.0,Other,Chennai,Central,RES230,Restaurant_161,Italian,12/19/2024,0:00,120.0,17.9,204.0,100.0,104.0,Wallet,Delivered,Not Cancelled,DP988,3.0,5.0,Weekday,False,0.47,47.0,Slow,18-25
ORD045084,CUST9469,45.0,Other,Delhi,East,RES538,Restaurant_175,Mexican,10/2/2024,0:00,68.0,8.48,1197.0,0.0,1197.0,Upi,Delivered,Not Cancelled,DP740,2.0,4.3,Weekday,False,0.4,40.0,Slow,36-45
ORD045085,CUST7650,38.97651632035586,Female,Chennai,South,RES771,Restaurant_315,Italian,10/2/2024,0:00,157.0,9.97,4874.0,0.0,4874.0,Cod,Delivered,Not Cancelled,DP534,3.0,5.0,Weekday,True,0.48,48.0,Very Slow,36-45
ORD045086,CUST5042,38.97651632035586,Other,Bangalore,North,RES161,Restaurant_203,Mexican,7/12/2024,0:00,,9.97,3826.0,50.0,3776.0,Upi,Cancelled,Not Cancelled,DP480,,4.3,Weekday,False,0.0,0.0,Very Slow,36-45
ORD045087,CUST3305,29.0,Other,Chennai,Central,RES103,Restaurant_428,Indian,2/16/2024,0:00,120.0,17.94,903.0,0.0,903.0,Card,Delivered,Not Cancelled,DP971,1.0,5.0,Weekday,False,0.37,37.0,Slow,26-35
ORD045088,CUST2984,52.0,Other,Delhi,South,RES729,Restaurant_190,Arabian,12/16/2024,0:00,120.0,37.1,3007.0,0.0,3007.0,Upi,Delivered,Not Cancelled,DP557,4.0,4.6,Weekday,True,0.34,34.0,Slow,46-60
ORD045089,CUST8097,38.97651632035586,Female,Hyderabad,East,RES235,Restaurant_277,Chinese,2/22/2024,0:00,127.0,5.91,353.0,300.0,53.0,Upi,Delivered,Not Cancelled,DP242,5.0,3.7,Weekday,False,0.47,47.0,Very Slow,36-45
ORD045090,CUST2984,20.0,Male,Mumbai,North,RES627,Restaurant_260,Chinese,12/14/2024,0:00,28.0,9.97,1197.0,100.0,1097.0,Cod,Delivered,Not Cancelled,DP500,3.0,3.7,Weekend,False,0.0,0.0,Fast,18-25
ORD045091,CUST5468,45.0,Other,Delhi,North,RES903,Restaurant_346,Arabian,8/9/2024,0:00,,1.63,2495.0,20.0,2475.0,Card,Cancelled,Not Cancelled,DP514,,4.0,Weekday,False,0.23,23.0,Very Slow,36-45
ORD045092,CUST2747,25.0,Other,Bangalore,West,RES494,Restaurant_470,Chinese,12/18/2024,0:00,120.0,9.97,1197.0,20.0,1177.0,Upi,Delivered,Not Cancelled,DP682,3.0,4.2,Weekday,False,0.16,16.0,Slow,18-25
ORD045093,CUST1534,59.0,Other,Mumbai,South,RES824,Restaurant_21,Italian,5/16/2024,0:00,120.0,8.71,1061.0,50.0,1011.0,Upi,Delivered,Not Cancelled,DP555,3.0,4.6,Weekday,False,0.2,20.0,Slow,46-60
ORD045094,CUST2897,29.0,Other,Mumbai,South,RES666,Restaurant_418,Italian,3/10/2024,0:00,146.0,3.53,1197.0,100.0,1097.0,Cod,Delivered,Not Cancelled,DP162,1.0,3.5,Weekend,True,0.0,0.0,Very Slow,26-35
ORD045095,CUST5379,22.0,Female,Hyderabad,North,RES406,Restaurant_306,Arabian,3/6/2024,0:00,48.0,5.09,2903.0,50.0,2853.0,Cod,Delivered,Not Cancelled,DP769,1.0,4.3,Weekday,False,0.26,26.0,Moderate,18-25
ORD045096,CUST9939,38.97651632035586,Other,Mumbai,Central,RES785,Restaurant_148,Mexican,9/28/2024,0:00,50.0,28.74,1197.0,50.0,1147.0,Card,Delivered,Not Cancelled,DP222,1.0,4.1,Weekend,True,0.36,36.0,Moderate,36-45
ORD045097,CUST7289,38.97651632035586,Female,Bangalore,South,RES940,Restaurant_212,Arabian,1/26/2024,0:00,129.0,6.61,2909.0,50.0,2859.0,Card,Delivered,Not Cancelled,DP121,5.0,3.6,Weekday,True,0.38,38.0,Very Slow,36-45
ORD045098,CUST5392,38.97651632035586,Female,Chennai,West,RES990,Restaurant_284,Indian,10/22/2024,0:00,174.0,7.54,382.0,20.0,362.0,Upi,Delivered,Not Cancelled,DP818,1.0,3.7,Weekday,True,0.08,8.0,Very Slow,36-45
ORD045099,CUST6962,38.97651632035586,Other,Chennai,North,RES294,Restaurant_454,Mexican,5/11/2024,0:00,70.0,4.72,1197.0,0.0,1197.0,Upi,Delivered,Not Cancelled,DP866,4.0,4.7,Weekend,False,0.35,35.0,Slow,36-45
ORD045100,CUST4508,38.97651632035586,Female,Bangalore,South,RES130,Restaurant_272,Italian,9/18/2024,0:00,187.0,6.74,838.0,50.0,788.0,Wallet,Delivered,Not Cancelled,DP517,3.0,3.3,Weekday,True,0.29,28.999999999999996,Very Slow,36-45
ORD045101,CUST5777,41.0,Other,Bangalore,South,RES534,Restaurant_477,Mexican,8/10/2024,0:00,141.0,3.89,1197.0,100.0,1097.0,Card,Delivered,Not Cancelled,DP564,5.0,3.9,Weekend,False,0.0,0.0,Very Slow,36-45
ORD045102,CUST8412,60.0,Other,Bangalore,North,RES774,Restaurant_469,Arabian,8/17/2024,0:00,127.0,27.77,1197.0,0.0,1197.0,Wallet,Delivered,Not Cancelled,DP697,3.0,3.5,Weekend,True,0.48,48.0,Very Slow,46-60
ORD045103,CUST4668,40.0,Male,Hyderabad,North,RES926,Restaurant_126,Arabian,3/12/2024,0:00,120.0,9.97,1132.0,20.0,1112.0,Wallet,Delivered,Not Cancelled,DP581,2.0,4.9,Weekday,False,0.0,0.0,Slow,36-45
ORD045104,CUST4149,38.97651632035586,Other,Hyderabad,North,RES649,Restaurant_220,Indian,5/2/2024,0:00,120.0,8.61,2708.0,20.0,2688.0,Card,Delivered,Not Cancelled,DP368,2.0,4.1,Weekday,False,0.0,0.0,Slow,36-45
ORD045105,CUST5397,38.97651632035586,Other,Mumbai,West,RES541,Restaurant_293,Chinese,3/21/2024,0:00,36.0,9.97,1197.0,300.0,897.0,Card,Delivered,Not Cancelled,DP805,3.0,5.0,Weekday,True,0.26,26.0,Moderate,36-45
ORD045106,CUST1948,47.0,Other,Chennai,North,RES929,Restaurant_259,Italian,12/15/2024,0:00,26.0,4.05,1197.0,0.0,1197.0,Cod,Delivered,Not Cancelled,DP403,5.0,4.4,Weekend,False,0.01,1.0,Fast,46-60
ORD045107,CUST6792,38.97651632035586,Female,Hyderabad,South,RES517,Restaurant_433,Arabian,4/23/2024,0:00,,24.34,435.0,0.0,435.0,Card,Cancelled,Not Cancelled,DP754,,5.0,Weekday,True,0.0,0.0,Very Slow,36-45
ORD045108,CUST2064,32.0,Other,Mumbai,South,RES100,Restaurant_99,Indian,4/13/2024,0:00,38.0,18.21,2081.0,50.0,2031.0,Upi,Delivered,Not Cancelled,DP520,1.0,3.6,Weekend,True,0.09,9.0,Moderate,26-35
ORD045109,CUST9667,22.0,Other,Hyderabad,Central,RES440,Restaurant_403,Chinese,1/12/2024,0:00,120.0,2.69,535.0,0.0,535.0,Cod,Delivered,Not Cancelled,DP794,1.0,4.1,Weekday,False,0.0,0.0,Slow,18-25
ORD045110,CUST3788,38.97651632035586,Female,Bangalore,Central,RES116,Restaurant_3,Italian,6/29/2024,0:00,61.0,9.97,3387.0,100.0,3287.0,Upi,Delivered,Not Cancelled,DP101,1.0,3.0,Weekend,False,0.43,43.0,Slow,36-45
ORD045111,CUST6609,30.0,Other,Mumbai,West,RES130,Restaurant_107,Italian,8/27/2024,0:00,120.0,4.02,170.0,170.0,0.0,Wallet,Delivered,Not Cancelled,DP221,1.0,4.2,Weekday,False,0.17,17.0,Slow,26-35
ORD045112,CUST4955,39.0,Female,Hyderabad,West,RES469,Restaurant_45,Indian,1/25/2024,0:00,244.0,9.97,1197.0,50.0,1147.0,Cod,Delivered,Not Cancelled,DP674,1.0,4.0,Weekday,False,0.45,45.0,Very Slow,36-45
ORD045113,CUST1583,18.0,Male,Chennai,South,RES649,Restaurant_249,Italian,2/16/2024,0:00,120.0,9.97,622.0,50.0,572.0,Card,Delivered,Not Cancelled,DP461,3.0,4.6,Weekday,False,0.02,2.0,Slow,18-25
ORD045114,CUST1645,32.0,Male,Hyderabad,South,RES200,Restaurant_50,Indian,1/26/2024,0:00,,4.39,1197.0,300.0,897.0,Upi,Cancelled,Restaurant Issue,DP910,,4.6,Weekday,False,0.02,2.0,Very Slow,26-35
ORD045115,CUST1590,47.0,Female,Chennai,West,RES869,Restaurant_320,Indian,9/12/2024,0:00,120.0,9.97,2075.0,20.0,2055.0,Cod,Delivered,Not Cancelled,DP381,1.0,3.9,Weekday,True,0.38,38.0,Slow,46-60
ORD045116,CUST5519,20.0,Other,Hyderabad,East,RES229,Restaurant_238,Mexican,10/2/2024,0:00,45.0,3.34,1197.0,300.0,897.0,Upi,Delivered,Not Cancelled,DP455,1.0,3.2,Weekday,False,0.28,28.000000000000004,Moderate,18-25
ORD045117,CUST1005,38.97651632035586,Other,Delhi,Central,RES258,Restaurant_334,Arabian,12/25/2024,0:00,,15.53,4855.0,300.0,4555.0,Wallet,Cancelled,Late Delivery,DP485,,5.0,Weekday,True,0.0,0.0,Very Slow,36-45
ORD045118,CUST3008,24.0,Other,Hyderabad,Central,RES493,Restaurant_38,Indian,5/11/2024,0:00,202.0,1.82,4154.0,0.0,4154.0,Card,Delivered,Not Cancelled,DP482,3.0,5.0,Weekend,False,0.16,16.0,Very Slow,18-25
ORD045119,CUST6300,38.97651632035586,Female,Bangalore,West,RES699,Restaurant_329,Chinese,10/14/2024,0:00,54.0,9.97,917.0,0.0,917.0,Upi,Delivered,Not Cancelled,DP707,3.0,3.6,Weekday,True,0.17,17.0,Moderate,36-45
ORD045120,CUST5852,38.97651632035586,Male,Chennai,Central,RES968,Restaurant_338,Chinese,4/12/2024,0:00,289.0,4.03,1197.0,50.0,1147.0,Wallet,Delivered,Not Cancelled,DP573,4.0,4.2,Weekday,False,0.01,1.0,Very Slow,36-45
ORD045121,CUST6525,50.0,Other,Mumbai,West,RES496,Restaurant_354,Chinese,8/10/2024,0:00,291.0,9.97,4342.0,100.0,4242.0,Cod,Delivered,Not Cancelled,DP471,4.0,3.1,Weekend,False,0.17,17.0,Very Slow,46-60
ORD045122,CUST2341,38.97651632035586,Other,Mumbai,East,RES294,Restaurant_304,Italian,9/19/2024,0:00,,9.97,1195.0,300.0,895.0,Upi,Cancelled,Late Delivery,DP659,,3.3,Weekday,False,0.27,27.0,Very Slow,36-45
ORD045123,CUST5753,57.0,Male,Hyderabad,South,RES496,Restaurant_465,Italian,8/19/2024,0:00,57.0,9.97,4998.0,300.0,4698.0,Cod,Delivered,Not Cancelled,DP197,3.0,3.1,Weekday,False,0.0,0.0,Moderate,46-60
ORD045124,CUST2055,38.97651632035586,Male,Hyderabad,West,RES528,Restaurant_399,Indian,12/4/2024,0:00,299.0,9.97,2010.0,100.0,1910.0,Wallet,Delivered,Not Cancelled,DP461,5.0,4.2,Weekday,True,0.05,5.0,Very Slow,36-45
ORD045125,CUST6745,38.97651632035586,Male,Delhi,South,RES490,Restaurant_249,Arabian,4/23/2024,0:00,23.0,34.62,1197.0,50.0,1147.0,Wallet,Delivered,Not Cancelled,DP629,4.0,3.0,Weekday,False,0.0,0.0,Fast,36-45
ORD045126,CUST3872,53.0,Other,Bangalore,Central,RES448,Restaurant_41,Mexican,6/22/2024,0:00,20.0,30.91,1197.0,20.0,1177.0,Wallet,Delivered,Not Cancelled,DP249,3.0,5.0,Weekend,False,0.0,0.0,Fast,46-60
ORD045127,CUST6942,38.97651632035586,Other,Delhi,West,RES926,Restaurant_33,Italian,1/25/2024,0:00,60.0,4.98,2794.0,50.0,2744.0,Cod,Delivered,Not Cancelled,DP540,5.0,4.4,Weekday,True,0.01,1.0,Moderate,36-45
ORD045128,CUST8949,38.97651632035586,Other,Chennai,North,RES774,Restaurant_51,Chinese,11/12/2024,0:00,201.0,16.72,582.0,100.0,482.0,Card,Delivered,Not Cancelled,DP499,4.0,4.2,Weekday,False,0.0,0.0,Very Slow,36-45
ORD045129,CUST4893,38.97651632035586,Male,Hyderabad,East,RES451,Restaurant_430,Chinese,1/6/2024,0:00,120.0,9.97,982.0,300.0,682.0,Cod,Delivered,Not Cancelled,DP965,4.0,4.3,Weekend,False,0.36,36.0,Slow,36-45
ORD045130,CUST1597,38.97651632035586,Other,Hyderabad,North,RES397,Restaurant_288,Indian,12/17/2024,0:00,,35.07,940.0,300.0,640.0,Card,Cancelled,Restaurant Issue,DP241,,3.6,Weekday,False,0.49,49.0,Very Slow,36-45
ORD045131,CUST5562,38.97651632035586,Female,Delhi,East,RES376,Restaurant_232,Italian,10/28/2024,0:00,56.0,9.97,975.0,20.0,955.0,Card,Delivered,Not Cancelled,DP978,2.0,3.5,Weekday,False,0.0,0.0,Moderate,36-45
ORD045132,CUST8614,38.97651632035586,Female,Mumbai,South,RES284,Restaurant_302,Mexican,5/5/2024,0:00,159.0,2.09,370.0,50.0,320.0,Card,Delivered,Not Cancelled,DP932,3.0,4.6,Weekend,True,0.15,15.0,Very Slow,36-45
ORD045133,CUST6630,30.0,Female,Delhi,South,RES975,Restaurant_249,Indian,3/18/2024,0:00,207.0,26.8,256.0,100.0,156.0,Upi,Delivered,Not Cancelled,DP329,5.0,5.0,Weekday,False,0.48,48.0,Very Slow,26-35
ORD045134,CUST3297,38.97651632035586,Male,Chennai,Central,RES940,Restaurant_303,Indian,2/28/2024,0:00,37.0,9.71,2782.0,300.0,2482.0,Wallet,Delivered,Not Cancelled,DP645,1.0,4.2,Weekday,False,0.26,26.0,Moderate,36-45
ORD045135,CUST4856,21.0,Other,Hyderabad,North,RES371,Restaurant_213,Italian,1/13/2024,0:00,,9.97,246.0,0.0,246.0,Card,Cancelled,Customer Cancelled,DP235,,3.7,Weekend,False,0.0,0.0,Very Slow,18-25
ORD045136,CUST7856,38.97651632035586,Other,Bangalore,North,RES880,Restaurant_223,Indian,9/9/2024,0:00,120.0,9.97,682.0,100.0,582.0,Wallet,Delivered,Not Cancelled,DP642,1.0,4.7,Weekday,False,0.35,35.0,Slow,36-45
ORD045137,CUST3723,38.97651632035586,Other,Hyderabad,East,RES486,Restaurant_91,Mexican,7/2/2024,0:00,120.0,26.83,2059.0,300.0,1759.0,Cod,Delivered,Not Cancelled,DP285,2.0,3.7,Weekday,False,0.0,0.0,Slow,36-45
ORD045138,CUST3033,38.97651632035586,Male,Delhi,South,RES870,Restaurant_45,Indian,9/1/2024,0:00,147.0,6.06,1197.0,0.0,1197.0,Upi,Delivered,Not Cancelled,DP708,1.0,4.5,Weekend,True,0.29,28.999999999999996,Very Slow,36-45
ORD045139,CUST1908,27.0,Other,Delhi,East,RES222,Restaurant_43,Arabian,6/21/2024,0:00,,2.99,3995.0,0.0,3995.0,Cod,Cancelled,Late Delivery,DP837,,4.5,Weekday,False,0.0,0.0,Very Slow,26-35
ORD045140,CUST5483,41.0,Female,Hyderabad,South,RES444,Restaurant_383,Mexican,5/15/2024,0:00,36.0,22.38,4499.0,100.0,4399.0,Wallet,Delivered,Not Cancelled,DP216,1.0,3.0,Weekday,False,0.28,28.000000000000004,Moderate,36-45
ORD045141,CUST3338,44.0,Male,Delhi,South,RES155,Restaurant_377,Indian,12/30/2024,0:00,43.0,9.97,311.0,300.0,11.0,Cod,Delivered,Not Cancelled,DP731,3.0,4.6,Weekday,True,0.45,45.0,Moderate,36-45
ORD045142,CUST7775,38.97651632035586,Other,Hyderabad,West,RES585,Restaurant_155,Indian,4/29/2024,0:00,120.0,9.97,1197.0,300.0,897.0,Wallet,Delivered,Not Cancelled,DP671,5.0,3.3,Weekday,True,0.0,0.0,Slow,36-45
ORD045143,CUST2522,38.97651632035586,Other,Hyderabad,Central,RES431,Restaurant_10,Arabian,5/18/2024,0:00,37.0,38.78,1197.0,50.0,1147.0,Upi,Delivered,Not Cancelled,DP512,2.0,5.0,Weekend,False,0.26,26.0,Moderate,36-45
ORD045144,CUST1553,38.97651632035586,Other,Hyderabad,North,RES140,Restaurant_324,Chinese,12/17/2024,0:00,134.0,9.08,4166.0,20.0,4146.0,Upi,Delivered,Not Cancelled,DP371,1.0,4.2,Weekday,True,0.22,22.0,Very Slow,36-45
ORD045145,CUST9170,38.97651632035586,Other,Bangalore,South,RES122,Restaurant_357,Mexican,12/22/2024,0:00,120.0,5.29,1197.0,50.0,1147.0,Cod,Delivered,Not Cancelled,DP251,5.0,3.8,Weekend,True,0.0,0.0,Slow,36-45
ORD045146,CUST6006,38.97651632035586,Male,Bangalore,West,RES850,Restaurant_285,Indian,2/18/2024,0:00,,2.33,2164.0,0.0,2164.0,Wallet,Cancelled,Late Delivery,DP822,,3.5,Weekend,False,0.43,43.0,Very Slow,36-45
ORD045147,CUST4858,31.0,Other,Bangalore,Central,RES893,Restaurant_295,Mexican,11/8/2024,0:00,120.0,9.96,567.0,20.0,547.0,Wallet,Delivered,Not Cancelled,DP402,1.0,4.1,Weekday,True,0.21,21.0,Slow,26-35
ORD045148,CUST1633,50.0,Other,Bangalore,West,RES584,Restaurant_180,Indian,7/15/2024,0:00,120.0,32.83,386.0,50.0,336.0,Cod,Delivered,Not Cancelled,DP209,4.0,3.0,Weekday,False,0.0,0.0,Slow,46-60
ORD045149,CUST9292,23.0,Other,Mumbai,North,RES438,Restaurant_265,Arabian,9/27/2024,0:00,177.0,7.43,1197.0,50.0,1147.0,Upi,Delivered,Not Cancelled,DP168,4.0,3.7,Weekday,False,0.49,49.0,Very Slow,18-25
ORD045150,CUST1669,38.97651632035586,Other,Hyderabad,East,RES172,Restaurant_245,Arabian,9/21/2024,0:00,53.0,18.76,1197.0,300.0,897.0,Cod,Delivered,Not Cancelled,DP783,1.0,3.7,Weekend,False,0.0,0.0,Moderate,36-45
ORD045151,CUST8525,38.97651632035586,Other,Bangalore,West,RES906,Restaurant_127,Indian,12/21/2024,0:00,225.0,4.74,907.0,300.0,607.0,Wallet,Delivered,Not Cancelled,DP757,3.0,5.0,Weekend,False,0.35,35.0,Very Slow,36-45
ORD045152,CUST2196,31.0,Male,Bangalore,South,RES926,Restaurant_378,Arabian,8/23/2024,0:00,,9.97,2994.0,100.0,2894.0,Wallet,Cancelled,Late Delivery,DP716,,4.4,Weekday,True,0.39,39.0,Very Slow,26-35
ORD045153,CUST1808,40.0,Male,Hyderabad,South,RES959,Restaurant_99,Indian,11/10/2024,0:00,66.0,8.4,1197.0,50.0,1147.0,Card,Delivered,Not Cancelled,DP406,1.0,4.1,Weekend,False,0.38,38.0,Slow,36-45
ORD045154,CUST5217,18.0,Other,Chennai,East,RES879,Restaurant_6,Chinese,3/24/2024,0:00,120.0,22.13,1197.0,20.0,1177.0,Card,Delivered,Not Cancelled,DP278,1.0,4.5,Weekend,True,0.11,11.0,Slow,18-25
ORD045155,CUST6304,38.97651632035586,Female,Bangalore,Central,RES260,Restaurant_347,Indian,8/19/2024,0:00,32.0,3.52,4113.0,300.0,3813.0,Card,Delivered,Not Cancelled,DP106,2.0,4.2,Weekday,False,0.36,36.0,Moderate,36-45
ORD045156,CUST2211,54.0,Female,Delhi,North,RES218,Restaurant_46,Indian,9/9/2024,0:00,37.0,9.97,3655.0,100.0,3555.0,Cod,Delivered,Not Cancelled,DP489,2.0,4.2,Weekday,False,0.26,26.0,Moderate,46-60
ORD045157,CUST1118,56.0,Other,Mumbai,North,RES686,Restaurant_115,Chinese,3/5/2024,0:00,31.0,3.69,1197.0,100.0,1097.0,Cod,Delivered,Not Cancelled,DP489,2.0,5.0,Weekday,True,0.25,25.0,Moderate,46-60
ORD045158,CUST2761,38.97651632035586,Female,Bangalore,South,RES837,Restaurant_482,Italian,9/16/2024,0:00,120.0,29.9,399.0,0.0,399.0,Card,Delivered,Not Cancelled,DP734,3.0,3.8,Weekday,True,0.11,11.0,Slow,36-45
ORD045159,CUST3083,38.97651632035586,Other,Delhi,East,RES144,Restaurant_201,Indian,2/8/2024,0:00,21.0,28.07,4193.0,50.0,4143.0,Upi,Delivered,Not Cancelled,DP185,2.0,3.9,Weekday,True,0.27,27.0,Fast,36-45
ORD045160,CUST1786,51.0,Other,Delhi,East,RES676,Restaurant_119,Italian,8/24/2024,0:00,120.0,38.74,1197.0,300.0,897.0,Card,Delivered,Not Cancelled,DP163,5.0,4.7,Weekend,False,0.0,0.0,Slow,46-60
ORD045161,CUST3486,38.97651632035586,Female,Delhi,South,RES360,Restaurant_34,Mexican,8/30/2024,0:00,240.0,28.12,1197.0,300.0,897.0,Upi,Delivered,Not Cancelled,DP164,3.0,5.0,Weekday,True,0.0,0.0,Very Slow,36-45
ORD045162,CUST5707,38.97651632035586,Other,Bangalore,East,RES975,Restaurant_316,Mexican,10/14/2024,0:00,196.0,6.38,2906.0,50.0,2856.0,Wallet,Delivered,Not Cancelled,DP996,2.0,4.5,Weekday,False,0.29,28.999999999999996,Very Slow,36-45
ORD045163,CUST1803,38.97651632035586,Other,Delhi,North,RES140,Restaurant_13,Chinese,11/13/2024,0:00,43.0,6.83,439.0,300.0,139.0,Card,Delivered,Not Cancelled,DP653,5.0,5.0,Weekday,True,0.08,8.0,Moderate,36-45
ORD045164,CUST5699,51.0,Other,Chennai,East,RES711,Restaurant_154,Italian,10/21/2024,0:00,51.0,6.31,1197.0,50.0,1147.0,Wallet,Delivered,Not Cancelled,DP103,2.0,3.8,Weekday,False,0.0,0.0,Moderate,46-60
ORD045165,CUST4424,47.0,Female,Bangalore,North,RES579,Restaurant_170,Indian,10/13/2024,0:00,65.0,9.97,1197.0,100.0,1097.0,Card,Delivered,Not Cancelled,DP630,2.0,5.0,Weekend,False,0.0,0.0,Slow,46-60
ORD045166,CUST5559,37.0,Other,Chennai,West,RES768,Restaurant_422,Indian,3/21/2024,0:00,22.0,19.61,2273.0,20.0,2253.0,Wallet,Delivered,Not Cancelled,DP645,3.0,5.0,Weekday,False,0.0,0.0,Fast,36-45
ORD045167,CUST1785,37.0,Female,Hyderabad,South,RES471,Restaurant_447,Arabian,3/17/2024,0:00,60.0,35.03,1197.0,50.0,1147.0,Upi,Delivered,Not Cancelled,DP737,4.0,4.4,Weekend,False,0.25,25.0,Moderate,36-45
ORD045168,CUST2463,38.97651632035586,Male,Hyderabad,North,RES631,Restaurant_252,Indian,3/15/2024,0:00,67.0,17.69,346.0,50.0,296.0,Wallet,Delivered,Not Cancelled,DP673,5.0,3.5,Weekday,False,0.0,0.0,Slow,36-45
ORD045169,CUST9517,38.97651632035586,Male,Mumbai,West,RES314,Restaurant_193,Indian,9/1/2024,0:00,120.0,9.72,389.0,100.0,289.0,Wallet,Delivered,Not Cancelled,DP729,5.0,4.5,Weekend,True,0.0,0.0,Slow,36-45
ORD045170,CUST6671,38.97651632035586,Female,Mumbai,East,RES442,Restaurant_189,Indian,5/24/2024,0:00,120.0,9.97,1197.0,0.0,1197.0,Card,Delivered,Not Cancelled,DP695,3.0,3.9,Weekday,True,0.24,24.0,Slow,36-45
ORD045171,CUST9836,38.97651632035586,Male,Bangalore,South,RES914,Restaurant_450,Chinese,6/8/2024,0:00,120.0,9.97,4454.0,300.0,4154.0,Card,Delivered,Not Cancelled,DP104,5.0,3.3,Weekend,False,0.35,35.0,Slow,36-45
ORD045172,CUST7127,26.0,Female,Mumbai,Central,RES112,Restaurant_356,Indian,8/24/2024,0:00,31.0,1.68,809.0,50.0,759.0,Card,Delivered,Not Cancelled,DP159,3.0,4.5,Weekend,False,0.0,0.0,Moderate,26-35
ORD045173,CUST5928,38.97651632035586,Other,Bangalore,East,RES606,Restaurant_261,Indian,1/21/2024,0:00,126.0,3.38,4240.0,300.0,3940.0,Upi,Delivered,Not Cancelled,DP220,4.0,4.6,Weekend,True,0.26,26.0,Very Slow,36-45
ORD045174,CUST4972,38.97651632035586,Female,Hyderabad,West,RES423,Restaurant_81,Italian,8/30/2024,0:00,31.0,7.96,3048.0,20.0,3028.0,Card,Delivered,Not Cancelled,DP899,3.0,4.4,Weekday,True,0.11,11.0,Moderate,36-45
ORD045175,CUST3626,38.97651632035586,Female,Hyderabad,South,RES885,Restaurant_112,Indian,8/11/2024,0:00,120.0,7.3,1197.0,300.0,897.0,Cod,Delivered,Not Cancelled,DP660,3.0,4.8,Weekend,False,0.0,0.0,Slow,36-45
ORD045176,CUST3996,38.97651632035586,Other,Mumbai,South,RES831,Restaurant_67,Indian,10/13/2024,0:00,262.0,23.3,180.0,50.0,130.0,Wallet,Delivered,Not Cancelled,DP101,5.0,3.4,Weekend,False,0.0,0.0,Very Slow,36-45
